"POLÍCIA RODOVIÁRIA FEDERAL
LOCAIS COM FISCALIZAÇÃO DE
VELOCIDADE POR RADAR PORTÁTIL
(Resolução 798/20 do CONTRAN)",,,
,,,
,,,
ESTADO (UF),RODOVIA (BR),KM INICIAL,KM FINAL
PR,116,"80,0","90,0"
PR,116,"90,0","100,0"
PR,116,"100,0","110,0"
PR,116,"110,0","120,0"
PR,116,"120,0","130,0"
PR,116,"130,0","140,0"
PR,116,"140,0","150,0"
PR,116,"150,0","160,0"
PR,153,"10,0","20,0"
PR,153,"30,0","40,0"
PR,153,"40,0","50,0"
PR,153,"90,0","100,0"
PR,153,"100,0","110,0"
PR,153,"120,0","130,0"
PR,153,"460,0","470,0"
PR,158,"510,0","520,0"
PR,158,"520,0","530,0"
PR,158,"530,0","540,0"
PR,163,"0,0","10,0"
PR,163,"10,0","20,0"
PR,163,"20,0","30,0"
PR,163,"40,0","50,0"
PR,163,"90,0","100,0"
PR,163,"100,0","110,0"
PR,163,"120,0","130,0"
PR,163,"130,0","140,0"
PR,163,"140,0","150,0"
PR,163,"150,0","160,0"
PR,163,"160,0","170,0"
PR,163,"170,0","180,0"
PR,163,"180,0","190,0"
PR,163,"190,0","200,0"
PR,163,"200,0","210,0"
PR,163,"210,0","220,0"
PR,163,"220,0","230,0"
PR,163,"230,0","240,0"
PR,163,"250,0","260,0"
PR,163,"260,0","270,0"
PR,163,"270,0","280,0"
PR,163,"280,0","290,0"
PR,163,"290,0","300,0"
PR,163,"320,0","330,0"
PR,163,"330,0","340,0"
PR,163,"340,0","350,0"
PR,272,"370,0","380,0"
PR,272,"425,0","435,0"
PR,277,"0,0","10,0"
PR,277,"10,0","20,0"
PR,277,"20,0","30,0"
PR,277,"30,0","40,0"
PR,277,"40,0","50,0"
PR,277,"50,0","60,0"
PR,277,"60,0","70,0"
PR,277,"70,0","80,0"
PR,277,"90,0","100,0"
PR,277,"100,0","110,0"
PR,277,"110,0","120,0"
PR,277,"120,0","130,0"
PR,277,"130,0","140,0"
PR,277,"140,0","150,0"
PR,277,"150,0","160,0"
PR,277,"160,0","170,0"
PR,277,"180,0","190,0"
PR,277,"190,0","200,0"
PR,277,"205,0","215,0"
PR,277,"225,0","235,0"
PR,277,"230,0","240,0"
PR,277,"300,0","310,0"
PR,277,"310,0","320,0"
PR,277,"320,0","330,0"
PR,277,"330,0","340,0"
PR,277,"340,0","350,0"
PR,277,"350,0","360,0"
PR,277,"360,0","370,0"
PR,277,"370,0","380,0"
PR,277,"380,0","390,0"
PR,277,"410,0","420,0"
PR,277,"420,0","430,0"
PR,277,"430,0","440,0"
PR,277,"440,0","450,0"
PR,277,"450,0","460,0"
PR,277,"460,0","470,0"
PR,277,"470,0","480,0"
PR,277,"480,0","490,0"
PR,277,"500,0","510,0"
PR,277,"510,0","520,0"
PR,277,"520,0","530,0"
PR,277,"560,0","570,0"
PR,277,"570,0","580,0"
PR,277,"580,0","590,0"
PR,277,"590,0","600,0"
PR,277,"600,0","610,0"
PR,277,"620,0","630,0"
PR,277,"630,0","640,0"
PR,277,"650,0","660,0"
PR,277,"660,0","670,0"
PR,277,"670,0","680,0"
PR,277,"680,0","690,0"
PR,277,"690,0","700,0"
PR,277,"700,0","710,0"
PR,277,"710,0","720,0"
PR,277,"720,0","730,0"
PR,277,"730,0","733,4"
PR,280,"255,0","265,0"
PR,280,"270,0","280,0"
PR,280,"280,0","285,0"
PR,369,"10,0","20,0"
PR,369,"20,0","30,0"
PR,369,"30,0","40,0"
PR,369,"40,0","50,0"
PR,369,"50,0","60,0"
PR,369,"60,0","70,0"
PR,369,"70,0","80,0"
PR,369,"80,0","90,0"
PR,369,"90,0","100,0"
PR,369,"100,0","110,0"
PR,369,"110,0","120,0"
PR,369,"120,0","130,0"
PR,369,"130,0","140,0"
PR,369,"140,0","150,0"
PR,369,"150,0","160,0"
PR,369,"160,0","170,0"
PR,369,"170,0","180,0"
PR,369,"180,0","190,0"
PR,369,"190,0","200,0"
PR,369,"380,0","390,0"
PR,369,"420,0","430,0"
PR,369,"430,0","440,0"
PR,369,"440,0","450,0"
PR,369,"460,0","470,0"
PR,369,"470,0","480,0"
PR,369,"480,0","490,0"
PR,369,"490,0","500,0"
PR,369,"500,0","508,3"
PR,373,"150,0","160,0"
PR,373,"160,0","170,0"
PR,373,"171,9","180,0"
PR,373,"240,0","250,0"
PR,373,"280,0","290,0"
PR,373,"380,0","390,0"
PR,373,"390,0","400,0"
PR,373,"400,0","410,0"
PR,373,"440,0","450,0"
PR,373,"470,0","480,0"
PR,376,"0,0","10,0"
PR,376,"10,0","17,3"
PR,376,"40,0","50,0"
PR,376,"60,0","70,0"
PR,376,"70,0","80,0"
PR,376,"80,0","90,0"
PR,376,"90,0","100,0"
PR,376,"100,0","110,0"
PR,376,"150,0","160,0"
PR,376,"160,0","170,0"
PR,376,"170,0","180,0"
PR,376,"180,0","190,0"
PR,376,"190,0","200,0"
PR,376,"210,0","220,0"
PR,376,"290,0","300,0"
PR,376,"310,0","320,0"
PR,376,"320,0","330,0"
PR,376,"330,0","340,0"
PR,376,"340,0","350,0"
PR,376,"350,0","360,0"
PR,376,"360,0","370,0"
PR,376,"370,0","380,0"
PR,376,"380,0","390,0"
PR,376,"390,0","400,0"
PR,376,"430,0","440,0"
PR,376,"440,0","450,0"
PR,376,"450,0","460,0"
PR,376,"460,0","470,0"
PR,376,"480,0","490,0"
PR,376,"490,0","500,0"
PR,376,"500,0","510,0"
PR,376,"510,0","520,0"
PR,376,"520,0","530,0"
PR,376,"530,0","540,0"
PR,376,"540,0","550,0"
PR,376,"550,0","560,0"
PR,376,"590,0","600,0"
PR,376,"620,0","630,0"
PR,376,"630,0","640,0"
PR,376,"640,0","650,0"
PR,376,"650,0","660,0"
PR,376,"660,0","670,0"
PR,376,"670,0","680,0"
PR,376,"680,0","682,9"
PR,467,"100,0","110,0"
PR,476,"110,0","120,0"
PR,476,"120,0","130,0"
PR,476,"130,0","140,0"
PR,476,"140,0","150,0"
PR,476,"150,0","160,0"
PR,476,"160,0","170,0"
PR,476,"170,0","180,0"
PR,476,"180,0","190,0"
PR,476,"190,0","200,0"
PR,476,"200,0","210,0"
PR,476,"250,0","260,0"
PR,476,"260,0","270,0"
PR,476,"270,0","280,0"
PR,487,"157,0","167,0"
PR,487,"167,0","177,0"
RJ,101,"130,0","140,0"
RJ,101,"440,0","450,0"
RJ,101,"450,0","460,0"
RJ,116,"50,0","60,0"
RJ,393,"120,0","130,0"
RJ,393,"130,0","140,0"
RJ,393,"190,0","200,0"
RJ,393,"210,0","220,0"
RJ,393,"240,0","250,0"
RJ,393,"250,0","260,0"
RJ,393,"260,0","270,0"
RJ,393,"270,0","280,0"
RJ,393,"280,0","290,0"
RJ,393,"290,0","298,2"
RJ,465,"0,0","10,0"
RJ,465,"10,0","20,0"
RJ,465,"20,0","30,0"
RJ,493,"0,0","10,0"
RJ,493,"10,0","20,0"
RJ,493,"20,0","30,0"
RJ,493,"50,0","60,0"
RJ,493,"90,0","100,0"
RJ,493,"100,0","110,0"
RJ,040,"10,0","20,0"
RJ,040,"10,0","20,0"
RJ,040,"30,0","40,0"
RJ,040,"30,0","40,0"
RJ,040,"40,0","50,0"
RJ,040,"40,0","50,0"
RJ,040,"50,0","60,0"
RJ,040,"50,0","60,0"
RJ,040,"60,0","70,0"
RJ,040,"70,0","80,0"
RJ,040,"80,0","90,0"
RJ,040,"90,0","100,0"
RJ,040,"100,0","110,0"
RJ,040,"110,0","120,0"
RJ,040,"120,0","130,0"
RJ,101,"10,0","20,0"
RJ,101,"30,0","40,0"
RJ,101,"40,0","50,0"
RJ,101,"50,0","60,0"
RJ,101,"60,0","70,0"
RJ,101,"90,0","100,0"
RJ,101,"100,0","110,0"
RJ,101,"110,0","120,0"
RJ,101,"120,0","130,0"
RJ,101,"140,0","150,0"
RJ,101,"150,0","160,0"
RJ,101,"160,0","170,0"
RJ,101,"170,0","180,0"
RJ,101,"210,0","220,0"
RJ,101,"230,0","240,0"
RJ,101,"260,0","270,0"
RJ,101,"270,0","280,0"
RJ,101,"280,0","290,0"
RJ,101,"290,0","300,0"
RJ,101,"300,0","310,0"
RJ,101,"310,0","320,0"
RJ,101,"320,0","330,0"
RJ,101,"330,0","340,0"
RJ,101,"380,0","390,0"
RJ,101,"390,0","400,0"
RJ,101,"410,0","420,0"
RJ,101,"420,0","430,0"
RJ,101,"430,0","440,0"
RJ,101,"460,0","470,0"
RJ,101,"470,0","480,0"
RJ,101,"480,0","490,0"
RJ,101,"490,0","500,0"
RJ,101,"500,0","510,0"
RJ,116,"10,0","20,0"
RJ,116,"20,0","30,0"
RJ,116,"30,0","40,0"
RJ,116,"40,0","50,0"
RJ,116,"60,0","70,0"
RJ,116,"70,0","80,0"
RJ,116,"80,0","90,0"
RJ,116,"90,0","100,0"
RJ,116,"100,0","110,0"
RJ,116,"110,0","120,0"
RJ,116,"120,0","130,0"
RJ,116,"130,0","140,0"
RJ,116,"140,0","150,0"
RJ,116,"160,0","170,0"
RJ,116,"170,0","180,0"
RJ,116,"180,0","190,0"
RJ,116,"190,0","200,0"
RJ,116,"230,0","240,0"
RJ,116,"240,0","250,0"
RJ,116,"250,0","260,0"
RJ,116,"260,0","270,0"
RJ,116,"290,0","300,0"
RJ,116,"300,0","310,0"
RJ,116,"310,0","320,0"
RJ,116,"320,0","330,0"
RJ,356,"10,0","20,0"
RJ,356,"40,0","50,0"
RJ,356,"90,0","100,0"
RN,110,"90,0","100,0"
RN,304,"100,0","110,0"
RN,304,"160,0","170,0"
RN,304,"260,0","270,0"
RN,406,"20,0","30,0"
RN,406,"30,0","40,0"
RN,406,"40,0","50,0"
RN,406,"60,0","70,0"
RN,406,"90,0","100,0"
RN,406,"130,0","140,0"
RN,406,"140,0","150,0"
RN,406,"150,0","160,0"
RN,406,"160,0","170,0"
RN,427,"0,0","10,0"
RN,427,"10,0","20,0"
RN,427,"20,0","30,0"
RN,427,"30,0","40,0"
RN,427,"40,0","50,0"
RN,427,"50,0","60,0"
RN,427,"60,0","70,0"
RN,427,"70,0","80,0"
RN,427,"80,0","90,0"
RN,427,"90,0","100,0"
RN,427,"100,0","110,0"
RN,427,"110,0","120,0"
RN,427,"120,0","130,0"
RN,427,"130,0","140,0"
RN,427,"140,0","150,0"
RN,427,"150,0","160,0"
RN,427,"160,0","164,7"
RN,101,"0,0","10,0"
RN,101,"10,0","20,0"
RN,101,"20,0","30,0"
RN,101,"30,0","40,0"
RN,101,"40,0","50,0"
RN,101,"50,0","60,0"
RN,101,"60,0","70,0"
RN,101,"70,0","80,0"
RN,101,"80,0","86,0"
RN,101,"93,4","100,0"
RN,101,"100,0","110,0"
RN,101,"110,0","120,0"
RN,101,"120,0","130,0"
RN,101,"130,0","140,0"
RN,101,"140,0","150,0"
RN,101,"150,0","160,0"
RN,101,"160,0","170,0"
RN,101,"170,0","176,5"
RN,110,"0,0","10,0"
RN,110,"10,0","20,0"
RN,110,"20,0","30,0"
RN,110,"30,0","40,0"
RN,110,"40,0","50,0"
RN,110,"50,0","60,0"
RN,110,"60,0","70,0"
RN,110,"70,0","80,0"
RN,110,"80,0","90,0"
RN,110,"90,0","100,0"
RN,110,"100,0","110,0"
RN,110,"110,0","120,0"
RN,110,"120,0","128,8"
RN,226,"0,0","10,0"
RN,226,"10,0","16,0"
RN,226,"20,0","30,0"
RN,226,"30,0","40,0"
RN,226,"40,0","50,0"
RN,226,"50,0","60,0"
RN,226,"60,0","70,0"
RN,226,"70,0","80,0"
RN,226,"80,0","90,0"
RN,226,"90,0","100,0"
RN,226,"100,0","110,0"
RN,226,"110,0","120,0"
RN,226,"120,0","130,0"
RN,226,"130,0","140,0"
RN,226,"140,0","150,0"
RN,226,"150,0","160,0"
RN,226,"160,0","170,0"
RN,226,"170,0","180,0"
RN,226,"180,0","190,0"
RN,226,"190,0","200,0"
RN,226,"200,0","210,0"
RN,226,"210,0","220,0"
RN,226,"220,0","230,0"
RN,226,"230,0","240,0"
RN,226,"240,0","250,0"
RN,226,"250,0","260,0"
RN,226,"260,0","270,0"
RN,226,"270,0","280,0"
RN,226,"280,0","290,0"
RN,226,"290,0","300,0"
RN,226,"300,0","310,0"
RN,226,"310,0","320,0"
RN,226,"320,0","330,0"
RN,226,"330,0","340,0"
RN,226,"340,0","350,0"
RN,226,"350,0","360,0"
RN,226,"360,0","370,0"
RN,226,"370,0","380,0"
RN,226,"380,0","390,0"
RN,226,"390,0","400,0"
RN,226,"400,0","410,0"
RN,304,"0,0","10,0"
RN,304,"10,0","20,0"
RN,304,"20,0","30,0"
RN,304,"30,0","40,0"
RN,304,"40,0","50,0"
RN,304,"50,0","60,0"
RN,304,"60,0","70,0"
RN,304,"70,0","80,0"
RN,304,"80,0","90,0"
RN,304,"90,0","100,0"
RN,304,"110,0",12o
RN,304,"120,0","130,0"
RN,304,"130,0","140,0"
RN,304,"140,0","150,0"
RN,304,"150,0","160,0"
RN,304,"160,0","170,0"
RN,304,"170,0","180,0"
RN,304,"180,0","190,0"
RN,304,"190,0","200,0"
RN,304,"200,0","210,0"
RN,304,"210,0","220,0"
RN,304,"220,0","230,0"
RN,304,"230,0","240,0"
RN,304,"240,0","250,0"
RN,304,"250,0","260,0"
RN,304,"260,0","270,0"
RN,304,"270,0","280,0"
RN,304,"280,0","290,0"
RN,304,"290,0","300,0"
RN,304,"300,0","310,0"
RN,405,"0,0","10,0"
RN,405,"10,0","20,0"
RN,405,"20,0","30,0"
RN,405,"30,0","40,0"
RN,405,"40,0","50,0"
RN,405,"50,0","60,0"
RN,405,"60,0","70,0"
RN,405,"70,0","80,0"
RN,405,"80,0","90,0"
RN,405,"90,0","100,0"
RN,405,"100,0","110,0"
RN,405,"110,0","120,0"
RN,405,"120,0","130,0"
RN,405,"130,0","140,0"
RN,405,"140,0","150,0"
RN,405,"150,0","160,0"
RN,405,"160,0","170,0"
RN,405,"170,0","180,0"
RN,405,"180,0","190,0"
RN,405,"190,0","195,4"
RN,406,"0,0","10,0"
RN,406,"10,0","20,0"
RN,406,"20,0","30,0"
RN,406,"30,0","40,0"
RN,406,"40,0","50,0"
RN,406,"50,0","60,0"
RN,406,"60,0","70,0"
RN,406,"70,0","80,0"
RN,406,"80,0","90,0"
RN,406,"90,0","100,0"
RN,406,"100,0","110,0"
RN,406,"110,0","120,0"
RN,406,"120,0","130,0"
RO,364,"80,0","90,0"
RO,364,"240,0","250,0"
RO,364,"530,0","540,0"
RO,364,"540,0","550,0"
RO,364,"550,0","560,0"
RO,364,"590,0","600,0"
RO,364,"610,0","620,0"
RO,364,"670,0","680,0"
RO,364,"680,0","690,0"
RO,364,"690,0","700,0"
RO,364,"700,0","710,0"
RO,364,"710,0","720,0"
RO,364,"720,0","730,0"
RO,364,"730,0","740,0"
RO,364,"740,0","750,0"
RO,421,"5,0","15,0"
RO,421,"20,0","30,0"
RO,421,"40,0","50,0"
RO,435,"20,0","30,0"
RO,319,"50,0","60,0"
RO,319,"60,0","70,0"
RO,319,"70,0","80,0"
RO,364,"0,0","10,0"
RO,364,"10,0","20,0"
RO,364,"20,0","30,0"
RO,364,"30,0","40,0"
RO,364,"160,0","170,0"
RO,364,"220,0","230,0"
RO,364,"230,0","240,0"
RO,364,"290,0","300,0"
RO,364,"310,0","320,0"
RO,364,"330,0","340,0"
RO,364,"340,0","350,0"
RO,364,"350,0","360,0"
RO,364,"370,0","380,0"
RO,364,"380,0","390,0"
RO,364,"390,0","400,0"
RO,364,"409,0","419,0"
RO,364,"430,0","440,0"
RR,174,"230,0","240,0"
RR,174,"490,0","500,0"
RR,174,"510,0","520,0"
RR,174,"520,0","530,0"
RR,174,"530,0","540,0"
RR,174,"540,0","550,0"
RR,401,"15,0","25,0"
RR,401,"80,0","90,0"
RR,401,"100,0","110,0"
RR,432,"190,0","200,0"
RR,432,"200,0","210,0"
RR,432,"210,0","220,0"
RR,174,"210,0","220,0"
RR,174,"220,0","230,0"
RR,174,"470,0","480,0"
RR,174,"480,0","490,0"
RR,174,"500,0","510,0"
RS,158,"90,0","100,0"
RS,158,"190,0","200,0"
RS,158,"240,0","250,0"
RS,287,"370,0","380,0"
RS,290,"130,0","140,0"
RS,290,"330,0","340,0"
RS,293,"240,0","250,0"
RS,293,"250,0","260,0"
RS,293,"260,0","270,0"
RS,293,"345,0","355,0"
RS,386,"20,0","30,0"
RS,386,"30,0","40,0"
RS,386,"40,0","50,0"
RS,386,"50,0","60,0"
RS,386,"60,0","70,0"
RS,386,"130,0","140,0"
RS,386,"140,0","150,0"
RS,386,"150,0","160,0"
RS,386,"160,0","170,0"
RS,386,"180,0","190,0"
RS,386,"230,0","240,0"
RS,386,"240,0","250,0"
RS,386,"250,0","260,0"
RS,386,"330,0","340,0"
RS,386,"340,0","350,0"
RS,386,"350,0","360,0"
RS,386,"360,0","370,0"
RS,386,"410,0","420,0"
RS,386,"420,0","430,0"
RS,386,"430,0","440,0"
RS,392,"0,0","10,0"
RS,392,"10,0","20,0"
RS,392,"20,0","30,0"
RS,392,"30,0","40,0"
RS,392,"40,0","50,0"
RS,392,"80,0","90,0"
RS,392,"90,0","100,0"
RS,392,"270,0","280,0"
RS,392,"280,0","290,0"
RS,392,"320,0","330,0"
RS,392,"330,0","340,0"
RS,392,"340,0","350,0"
RS,392,"350,0","360,0"
RS,392,"630,0","640,0"
RS,448,"10,0","20,0"
RS,448,"20,0","22,3"
RS,470,"150,0","160,0"
RS,470,"160,0","170,0"
RS,470,"180,0","190,0"
RS,470,"200,0","210,0"
RS,470,"210,0","220,0"
RS,470,"220,0","230,0"
RS,470,"230,0","240,0"
RS,470,"240,0","250,0"
RS,470,"250,0","260,0"
RS,470,"260,0","270,0"
RS,470,"270,0","280,0"
RS,471,"150,0","160,0"
RS,471,"160,0","170,0"
RS,471,"170,0","180,0"
RS,471,"470,0","480,0"
RS,471,"480,0","490,0"
RS,471,"490,0","500,0"
RS,472,"120,0","130,0"
RS,472,"130,0","140,0"
RS,472,"140,0","150,0"
RS,472,"150,0","160,0"
RS,472,"160,0","167,1"
RS,472,"173,4","180,0"
RS,472,"410,0","420,0"
RS,472,"570,0","580,0"
RS,472,"580,0","590,0"
RS,472,"590,0","600,0"
RS,101,"20,0","30,0"
RS,101,"30,0","40,0"
RS,101,"40,0","50,0"
RS,101,"50,0","60,0"
RS,116,"0,0","4,2"
RS,116,"26,0","31,0"
RS,116,"50,0","60,0"
RS,116,"140,0","150,0"
RS,116,"150,0","160,0"
RS,116,"160,0","170,0"
RS,116,"170,0","180,0"
RS,116,"200,0","210,0"
RS,116,"220,0","230,0"
RS,116,"230,0","240,0"
RS,116,"240,0","250,0"
RS,116,"250,0","260,0"
RS,116,"260,0","270,0"
RS,116,"270,0","280,0"
RS,116,"290,0","300,0"
RS,116,"300,0","310,0"
RS,116,"310,0","320,0"
RS,116,"360,0","370,0"
RS,116,"480,0","490,0"
RS,116,"530,0","540,0"
RS,153,"30,0","40,0"
RS,153,"40,0","50,0"
RS,153,"50,0","60,0"
RS,153,"600,0","610,0"
RS,158,"70,0","80,0"
RS,158,"80,0","90,0"
RS,158,"170,0","180,0"
RS,158,"180,0","190,0"
RS,158,"220,0","230,0"
RS,158,"230,0","240,0"
RS,158,"270,0","280,0"
RS,158,"300,0","310,0"
RS,158,"310,0","320,0"
RS,158,"320,0","330,0"
RS,158,"330,0","340,0"
RS,158,"510,0","520,0"
RS,158,"540,0","550,0"
RS,158,"550,0","560,0"
RS,158,"560,0","570,0"
RS,285,"110,0","120,0"
RS,285,"130,0","140,0"
RS,285,"200,0","210,0"
RS,285,"270,0","280,0"
RS,285,"280,0","290,0"
RS,285,"290,0","300,0"
RS,285,"320,0","330,0"
RS,285,"390,0","400,0"
RS,285,"400,0","410,0"
RS,285,"410,0","420,0"
RS,285,"420,0","430,0"
RS,285,"470,0","480,0"
RS,285,"560,0","570,0"
RS,285,"580,0","590,0"
RS,285,"650,0","660,0"
RS,285,"660,0","665,0"
RS,287,"240,7","250,0"
RS,287,"250,0","260,0"
RS,287,"260,0","270,0"
RS,287,"330,0","340,0"
RS,287,"350,0","360,0"
RS,287,"360,0","370,0"
RS,287,"390,0","400,0"
RS,287,"400,0","410,0"
RS,287,"410,0","420,0"
RS,287,"510,0","520,0"
RS,287,"520,0","530,0"
RS,290,"10,0","20,0"
RS,290,"30,0","40,0"
RS,290,"40,0","50,0"
RS,290,"50,0","60,0"
RS,290,"60,0","70,0"
RS,290,"70,0","80,0"
RS,290,"80,0","90,0"
RS,290,"90,0","100,0"
RS,290,"100,0","110,0"
RS,290,"110,0","120,0"
RS,290,"120,0","130,0"
RS,290,"310,0","320,0"
RS,290,"320,0","330,0"
RS,290,"340,0","350,0"
RS,290,"440,0","450,0"
RS,290,"450,0","460,0"
RS,290,"460,0","470,0"
RS,290,"480,0","490,0"
RS,290,"530,0","540,0"
RS,290,"560,0","570,0"
RS,290,"590,0","600,0"
RS,290,"600,0","610,0"
RS,293,"130,0","140,0"
RS,293,"180,0","190,0"
RS,293,"200,0","210,0"
SC,101,290,"300,0"
SC,101,380,"380,0"
SC,116,20,"30,0"
SC,116,30,"40,0"
SC,280,160,"170,0"
SC,280,170,"180,0"
SC,282,610,"620,0"
SC,282,620,"630,0"
SC,282,630,"640,0"
SC,282,640,"646,2"
SC,282,70,"80,0"
SC,282,80,"90,0"
SC,282,90,"100,0"
SC,470,0,"10,0"
SC,470,10,"20,0"
SC,470,120,"130,0"
SC,470,130,"140,0"
SC,470,140,"150,0"
SC,470,150,"160,0"
SC,470,170,"180,0"
SC,470,180,"190,0"
SC,470,190,"200,0"
SC,470,20,"30,0"
SC,470,230,"240,0"
SC,470,30,"40,0"
SC,470,40,"50,0"
SC,470,50,"60,0"
SC,470,60,"70,0"
SC,470,70,"80,0"
SC,470,80,"90,0"
SC,470,90,"100,0"
SC,480,120,"130,0"
SC,101,"0,0","10,0"
SC,101,"10,0","20,0"
SC,101,"20,0","30,0"
SC,101,"30,0","40,0"
SC,101,"40,0","50,0"
SC,101,"40,0","50,0"
SC,101,"50,0","60,0"
SC,101,"60,0","70,0"
SC,101,"70,0","80,0"
SC,101,"80,0","90,0"
SC,101,"90,0","100,0"
SC,101,"100,0","110,0"
SC,101,"110,0","120,0"
SC,101,"120,0","130,0"
SC,101,"130,0","140,0"
SC,101,"140,0","150,0"
SC,101,"150,0","160,0"
SC,101,"160,0","170,0"
SC,101,"170,0","180,0"
SC,101,"180,0","190,0"
SC,101,"190,0","200,0"
SC,101,"200,0","210,0"
SC,101,"210,0","220,0"
SC,101,"220,0","230,0"
SC,101,"230,0","240,0"
SC,101,"240,0","250,0"
SC,101,"250,0","260,0"
SC,101,"260,0","270,0"
SC,101,"270,0","280,0"
SC,101,"280,0","290,0"
SC,101,"300,0","310,0"
SC,101,"310,0","320,0"
SC,101,"320,0","330,0"
SC,101,"330,0","340,0"
SC,101,"340,0","350,0"
SC,101,"350,0","360,0"
SC,101,"360,0","370,0"
SC,101,"370,0","380,0"
SC,101,"410,0","420,0"
SC,101,"430,0","440,0"
SC,116,"10,0","20,0"
sc,116,"40,0","50,0"
sc,116,"70,0","80,0"
sc,116,"80,0","90,0"
sc,116,"90,0","100,0"
sc,116,"130,0","140,0"
sc,116,"140,0","150,0"
SC,116,"190,0","200,0"
SC,116,"200,0","210,0"
SC,116,"210,0","220,0"
SC,116,"220,0","230,0"
SC,116,"230,0","240,0"
SC,116,0,"10,0"
SC,153,"72,0","82,0"
SC,153,"82,0","92,0"
SC,163,"70,0","80,0"
SC,163,"80,0","90,0"
SC,163,"64,4","70,0"
SC,280,"20,0","30,0"
SC,280,"100,0","110,0"
SC,280,"110,0","120,0"
SC,280,"120,0","130,0"
SC,280,"130,0","140,0"
SC,280,"140,0","150,0"
SC,280,"150,0","160,0"
SC,280,"190,0","200,0"
SC,280,"200,0","210,0"
SC,280,"210,0","220,0"
SC,280,"260,0","270,0"
SC,280,"270,0","280,0"
SC,280,"280,0","290,0"
SC,280,"290,0","300,0"
SC,280,220,"230,0"
SC,280,30,"40,0"
SC,280,40,"50,0"
SC,280,50,"60,0"
SC,280,90,"100,0"
SC,282,0,"10,0"
SC,282,10,"20,0"
SC,282,130,"140,0"
SC,282,20,"30,0"
SC,282,200,"210,0"
SC,282,210,"220,0"
SC,282,220,"230,0"
SC,282,230,"240,0"
SC,282,270,"280,0"
SC,282,280,"290,0"
SC,282,30,"40,0"
SC,282,345,"355,0"
SC,282,375,"385,0"
SC,282,40,"50,0"
SC,282,410,"420,0"
SC,282,435,"445,0"
SC,282,490,"500,0"
SC,282,50,"60,0"
SC,282,510,"520,0"
SC,282,520,"530,0"
SC,282,530,"540,0"
SC,282,570,"580,0"
SC,282,580,"590,0"
SC,282,590,"600,0"
SC,282,60,"70,0"
SC,282,600,"610,0"
SE,101,"150,0","160,0"
SE,235,"20,0","30,0"
SE,235,"50,0","60,0"
SE,235,"60,0","70,0"
SE,235,"70,0","80,0"
SE,101,"0,0","10,0"
SE,101,"10,0","20,0"
SE,101,"20,0","30,0"
SE,101,"30,0","40,0"
SE,101,"40,0","50,0"
SE,101,"60,0","70,0"
SE,101,"70,0","80,0"
SE,101,"80,0","90,0"
SE,101,"90,0","100,0"
SE,101,"100,0","110,0"
SE,101,"110,0","120,0"
SE,101,"120,0","130,0"
SE,101,"130,0","140,0"
SE,101,"140,0","150,0"
SE,101,"160,0","170,0"
SE,235,"0,0","10,0"
SE,235,"10,0","20,0"
SE,235,"30,0","40,0"
SE,235,"40,0","50,0"
SP,116,"90,0","100,0"
SP,116,"340,0","350,0"
SP,116,"410,0","420,0"
SP,116,"540,0","550,0"
SP,153,"0,0","10,0"
SP,153,"10,0","20,0"
SP,153,"20,0","30,0"
SP,153,"30,0","40,0"
SP,153,"40,0","50,0"
SP,153,"50,0","60,0"
SP,153,"60,0","70,0"
SP,153,"70,0","80,0"
SP,153,"80,0","90,0"
SP,153,"90,0","100,0"
SP,153,"100,0","110,0"
SP,153,"110,0","120,0"
SP,153,"120,0","130,0"
SP,153,"150,0","160,0"
SP,153,"160,0","170,0"
SP,153,"170,0","180,0"
SP,153,"180,0","190,0"
SP,153,"200,0","210,0"
SP,153,"210,0","220,0"
SP,153,"220,0","230,0"
SP,153,"270,0","280,0"
SP,153,"280,0","290,0"
SP,153,"290,0","300,0"
SP,153,"300,0","310,0"
SP,153,"320,0","330,0"
SP,381,"0,0","10,0"
SP,381,"10,0","20,0"
SP,381,"20,0","30,0"
SP,381,"30,0","40,0"
SP,381,"40,0","50,0"
SP,381,"50,0","60,0"
SP,381,"60,0","70,0"
SP,381,"70,0","80,0"
SP,381,"80,0","90,0"
SP,101,"0,0","10,0"
SP,101,"10,0","20,0"
SP,101,"20,0","30,0"
SP,101,"30,0","40,0"
SP,101,"40,0","50,0"
SP,101,"50,0","52,1"
SP,116,"0,0","10,0"
SP,116,"10,0","20,0"
SP,116,"20,0","30,0"
SP,116,"30,0","40,0"
SP,116,"40,0","50,0"
SP,116,"50,0","60,0"
SP,116,"60,0","70,0"
SP,116,"70,0","80,0"
SP,116,"80,0","90,0"
SP,116,"90,0","100,0"
SP,116,"100,0","110,0"
SP,116,"110,0","120,0"
SP,116,"120,0","130,0"
SP,116,"130,0","140,0"
SP,116,"140,0","150,0"
SP,116,"150,0","160,0"
SP,116,"160,0","170,0"
SP,116,"170,0","180,0"
SP,116,"190,0","200,0"
SP,116,"200,0","210,0"
SP,116,"210,0","220,0"
SP,116,"220,0","230,0"
SP,116,"230,0","230,6"
SP,116,"268,9","270,0"
SP,116,"270,0","280,0"
SP,116,"280,0","290,0"
SP,116,"290,0","300,0"
SP,116,"300,0","310,0"
SP,116,"310,0","320,0"
SP,116,"320,0","330,0"
SP,116,"330,0","340,0"
